1000
1	1000
958	808	1150
958	116	2903
958	989	1313
958	736	1842
958	817	476
958	292	3459
958	359	2582
959	414	2205
959	301	662
959	466	2133
959	33	1489
959	716	2121
959	680	1143
959	601	1728
960	267	998
960	454	2828
960	846	2132
960	998	150
960	552	2172
960	386	1119
960	197	1241
960	279	3028
960	884	2679
961	183	1326
961	839	1967
961	940	2072
961	76	2042
961	158	890
961	126	3517
961	997	2692
961	364	2468
961	139	1849
962	939	1053
962	282	791
962	273	534
962	988	894
962	409	651
962	142	3061
962	585	1375
962	161	1301
962	975	667
963	640	3388
963	861	2479
963	314	3517
963	662	807
963	952	1470
963	260	968
963	561	922
963	645	2561
963	250	557
963	825	1645
964	581	2975
964	877	3590
964	864	1409
964	631	3312
964	915	650
964	697	2055
964	449	1715
964	180	1523
965	481	1339
965	441	1501
965	384	3140
965	217	3533
965	725	2616
965	515	3129
966	600	3502
966	141	3007
966	931	2481
966	928	790
966	643	1729
966	858	1883
966	84	324
966	16	2941
966	703	2315
966	340	2936
966	180	2573
967	476	867
967	495	3388
967	544	1463
967	764	509
967	218	458
967	116	1466
968	6	2008
968	613	1460
968	866	672
968	450	2416
968	874	456
968	315	2500
968	336	2561
968	52	2656
968	318	2962
969	360	3598
969	470	2776
969	512	1483
969	611	2788
969	83	850
969	739	338
969	869	970
969	333	2662
970	339	1135
970	146	1399
970	545	1024
970	459	3071
970	810	858
970	274	861
970	346	3456
970	240	2003
970	940	1650
971	9	349
971	680	423
971	543	1631
971	129	1751
971	698	1209
971	455	467
971	151	2899
972	566	2374
972	57	2790
972	764	2581
972	947	2545
972	85	646
972	420	2482
972	833	472
973	8	2454
973	958	3227
973	982	2383
973	353	394
973	352	3433
973	108	1958
974	798	1137
974	279	3567
974	663	731
974	309	2862
974	657	630
974	946	887
975	700	2951
975	156	2829
975	148	2695
975	483	465
975	240	2619
975	602	1407
975	317	3379
975	628	2942
975	365	1907
975	17	2670
976	129	532
976	633	2766
976	724	3191
976	211	1686
976	67	2064
976	52	1217
976	194	684
976	478	1160
977	435	3073
977	477	746
977	524	389
977	648	672
977	995	3209
977	847	330
977	734	1704
977	773	3472
977	239	880
977	304	2482
977	770	2078
978	422	2821
978	577	3269
978	789	1427
978	305	2113
978	179	2112
978	624	1054
978	455	1051
978	772	2090
978	319	2210
978	141	2568
979	768	456
979	204	1237
979	920	2712
979	484	1893
979	282	1706
979	215	947
979	375	2580
979	181	813
979	168	1913
979	247	1991
980	717	2584
980	299	3373
980	889	2639
980	871	1429
980	609	1644
980	643	1697
980	71	2651
980	573	2163
980	378	1652
980	659	2085
980	213	3569
981	572	907
981	262	3053
981	44	2028
981	539	2702
981	856	2092
981	55	2402
981	9	3464
981	887	3505
981	459	1082
981	501	3299
981	634	369
982	706	3183
982	895	1031
982	366	3023
982	333	3463
982	229	684
982	152	2201
982	418	3181
982	370	1295
982	809	1874
983	66	3346
983	5	2568
983	902	398
983	999	1769
983	116	1173
983	280	2053
983	376	3591
983	951	486
983	281	2895
983	545	2956
984	168	994
984	645	1570
984	774	2533
984	198	1839
984	292	867
984	318	2991
984	130	2961
984	826	1650
985	521	2959
985	360	822
985	349	3201
985	149	425
985	871	861
985	211	100
985	401	3226
986	976	1289
986	935	1393
986	840	1913
986	497	1583
986	251	902
986	839	1879
986	562	761
987	349	1497
987	262	2805
987	926	2724
987	155	2218
987	404	2304
987	995	3202
987	120	566
988	124	3070
988	841	384
988	335	3118
988	513	2177
988	209	1375
988	609	966
988	75	1353
989	956	1674
989	847	466
989	796	2157
989	785	3439
989	330	2968
989	254	1666
989	132	2619
989	217	404
989	343	2358
989	16	2042
989	721	2629
990	39	691
990	14	2549
990	191	1787
990	15	2847
990	64	2984
990	133	1106
990	244	3300
990	447	775
990	885	587
991	596	1873
991	360	2500
991	774	3314
991	132	364
991	819	519
991	521	3272
991	176	3060
991	246	3209
992	725	2826
992	947	1716
992	369	2592
992	263	3305
992	219	1655
992	497	2835
992	521	923
992	97	2963
993	355	679
993	627	1483
993	830	1743
993	270	2046
993	233	1969
993	647	2007
993	806	551
994	38	1184
994	841	1149
994	15	2947
994	977	710
994	721	735
994	632	993
995	104	3396
995	3	786
995	167	833
995	721	742
995	565	1932
995	714	1377
995	536	1055
995	573	386
995	192	1693
995	291	454
996	210	1919
996	428	1140
996	723	1824
996	350	3289
996	598	524
996	49	3147
997	125	2142
997	565	3543
997	279	707
997	640	2359
997	909	2267
997	689	1135
997	575	1337
998	908	2137
998	231	2484
998	662	3555
998	553	979
998	55	770
998	696	2174
998	569	1845
998	476	2665
998	87	2370
998	216	220
998	708	3326
999	893	596
999	797	2497
999	921	3033
999	125	3587
999	755	2915
999	751	2352
999	950	3415
999	404	1217
999	221	2425
999	483	2863
999	437	1632
1000	582	972
1000	838	2102
1000	922	1444
1000	212	2901
1000	591	2154
1000	664	546
